x,y
0.671648,0.773665
0.667348,0.876098
0.676065,0.597731
0.574346,0.279984
0.855082,1.063301
0.576430,0.432831
0.279493,-0.244321
0.091801,-0.723983
0.594159,0.390669
0.487212,0.302191
0.434503,0.111315
0.481720,0.356746
0.244300,-0.419866
0.127088,-0.664793
0.217410,-0.392650
0.050393,-0.892027
0.573400,0.570839
0.824627,0.996106
0.505059,0.346000
0.903056,1.242175
0.386707,0.033571
0.243001,-0.420291
0.648075,0.724254
0.022556,-0.863047
0.360967,-0.111148
0.666364,0.604034
0.157154,-0.530765
0.223697,-0.514518
0.886510,1.159271
0.437240,0.135798
0.791982,0.968455
0.264662,-0.522448
0.073184,-0.817035
0.122221,-0.863762
0.773202,0.772216
0.033077,-0.887207
0.266287,-0.302200
0.257524,-0.391765
0.380628,0.111181
0.764064,0.822773
0.356334,-0.095026
0.114107,-0.736636
0.018251,-0.897058
0.894964,1.185243
0.382413,-0.129674
0.017785,-0.946185
0.393451,0.022525
0.877797,1.082527
0.942070,1.269918
0.080655,-0.780911
0.844201,1.159300
0.642734,0.529525
0.349157,0.011986
0.626152,0.607532
0.776418,0.814485
0.854603,1.018386
0.125922,-0.591280
0.261863,-0.285885
0.750525,0.653901
0.963244,1.463243
0.683946,0.846319
0.152563,-0.543868
0.944193,1.591454
0.829722,1.136831
0.227488,-0.541317
0.655206,0.878949
0.812305,1.160997
0.108049,-0.714612
0.671080,0.682150
0.716939,0.809991
0.227762,-0.770740
0.409766,0.061285
0.513499,0.372511
0.793872,0.935753
0.624005,0.503237
0.259120,-0.082924
0.207749,-0.568040
0.376933,-0.252888
0.137716,-0.755448
0.483601,0.251759
0.362593,-0.158705
0.841668,1.124235
0.970299,1.444796
0.839796,1.020084
0.693926,0.672266
0.193634,-0.393452
0.467209,0.029468
0.227756,-0.384710
0.136994,-0.704120
0.279015,-0.310912
0.031255,-0.867442
0.813189,1.000641
0.408626,0.009516
0.577059,0.471400
0.000275,-1.054264
0.471857,0.062630
0.318549,-0.167806
0.399142,0.076341
0.056135,-0.847468
0.292495,-0.240898
0.999092,1.452368
0.796585,0.846577
0.542825,0.406783
0.575624,0.437393
0.608020,0.524376
0.554778,0.540235
0.523785,0.158726
0.334365,-0.084276
0.844641,1.086256
0.145400,-0.676925
0.402784,-0.090366
0.494116,0.323173
0.613926,0.694708
0.620714,0.696295
0.171394,-0.659672
0.568438,0.365403
0.365644,0.033731
0.583115,0.559108
0.325262,-0.266870
0.871871,1.290614
0.060241,-0.755489
0.992179,1.445786
0.127237,-0.568270
0.445107,0.074348
0.858511,1.139116
0.124284,-0.668111
0.664346,0.751345
0.457616,0.266964
0.283333,-0.310785
0.852208,1.340520
0.949394,1.348653
0.460251,0.237141
0.198631,-0.495442
0.814225,1.019749
0.683365,0.783009
0.688042,0.740597
0.003818,-0.909176
0.198052,-0.545905
0.517482,0.146674
0.320824,-0.048522
0.445121,-0.000098
0.941981,1.328391
0.203913,-0.303031
0.165414,-0.721859
0.561133,0.403601
0.023861,-0.740456
0.886352,1.175147
0.172576,-0.521324
0.936609,1.242516
0.471753,0.142169
0.172459,-0.653295
0.828165,1.096292
0.301390,-0.149544
0.843532,1.092036
0.839556,1.065054
0.405874,-0.097160
0.091534,-0.744159
0.264789,-0.277037
0.756626,0.831873
0.327313,-0.104208
0.455199,0.196640
0.925770,1.445574
0.167285,-0.475386
0.140259,-0.703138
0.354326,-0.197623
0.379582,-0.126480
0.037683,-0.775420
0.544029,0.331962
0.252718,-0.437869
0.325579,0.166419
0.100870,-0.602401
0.349269,0.062087
0.116442,-0.464531
0.785281,1.102960
0.254563,-0.357948
0.282594,-0.212637
0.851649,1.045500
0.757833,0.922054
0.759697,1.069683
0.261283,-0.389656
0.745522,0.865116
0.428610,-0.020251
0.102468,-0.623165
0.503358,0.288715
0.291166,-0.176962
0.544049,0.417459
0.189622,-0.523811
0.869878,0.914477
0.375437,-0.052729
0.228571,-0.347723
0.549478,0.411183
0.771090,1.006379
0.883565,1.438397
0.269917,-0.370404
0.748435,0.858606
0.911773,1.354405
0.282828,-0.190561
0.703183,0.824400
0.902494,1.087674
0.372777,-0.011066
0.235834,-0.457211
0.522131,0.206786
0.667104,0.784311
0.377316,0.052001
0.746284,0.869428
0.453228,0.137936
0.702280,0.662681
0.407049,-0.070969
0.301463,-0.163466
0.778182,0.990379
0.974240,1.231476
0.163551,-0.523758
0.602006,0.536191
0.545015,0.148042
0.383381,-0.135163
0.408673,0.122210
0.699030,0.850108
0.282762,-0.296733
0.565690,0.401569
0.117163,-0.823448
0.808310,1.079115
0.414449,-0.055390
0.072855,-0.906894
0.098857,-0.673017
0.216246,-0.536909
0.993806,1.456447
0.439150,0.163959
0.301218,-0.346352
0.143244,-0.758520
0.729641,0.869992
0.172927,-0.665120
0.264364,-0.221267
0.245427,-0.374288
0.964197,1.375145
0.549814,0.293664
0.486485,0.307271
0.412210,0.271285
0.959515,1.505035
0.400523,0.037060
0.408225,-0.219783
0.130099,-0.571462
0.681336,0.540004
0.830683,1.022640
0.977984,1.429885
0.332869,-0.068683
0.807740,0.946868
0.204153,-0.397317
0.280788,-0.249896
0.871827,1.237491
0.160008,-0.587971
0.517070,0.385119
0.332695,-0.149090
0.986729,1.480322
0.777039,0.989971
0.627998,0.512180
0.585257,0.505101
0.477759,0.227874
0.550919,0.243767
0.474320,0.144062
0.259919,-0.226282
0.658065,0.443167
0.679043,0.694932
0.652465,0.627627
0.782769,1.234273
0.059197,-0.843418
0.781356,0.915644
0.738162,0.691546
0.909973,1.306050
0.250655,-0.403794
0.468107,0.201585
0.506390,0.289632
0.958706,1.417118
0.148704,-0.758333
0.771451,0.940240
0.454478,0.049754
0.647096,0.654741
0.272135,-0.289828
0.119997,-0.631014
0.077255,-0.735988
0.633542,0.553335
0.945963,1.316834
0.246792,-0.323802
0.228601,-0.288384
0.043491,-0.877572
0.869014,1.172610
0.998299,1.527329
0.403707,-0.127049
0.096877,-0.893110
0.823579,1.103987
0.817065,1.097058
0.724963,0.704879
0.592706,0.431969
0.987430,1.546308
0.625461,0.724060
0.677832,0.706914
0.451460,0.123786
0.145993,-0.703196
0.690966,0.893540
0.202964,-0.511672
0.785623,0.957765
0.740477,0.890127
0.020458,-0.944829
0.218624,-0.470519
0.676851,0.749024
0.622814,0.464865
0.109521,-0.646524
0.412836,0.121211
0.640354,0.727815
0.242478,-0.494489
0.375769,-0.047552
0.078941,-0.732404
0.184594,-0.473695
0.338452,-0.068092
0.786713,1.030552
0.703332,0.790181
0.412815,-0.141866
0.530931,0.304951
0.971990,1.537704
0.237746,-0.376448
0.401016,-0.040057
0.038660,-0.978076
0.978601,1.428368
0.165043,-0.606196
0.677584,0.648100
0.906707,1.035331
0.944596,1.305830
0.211342,-0.701580
0.641647,0.779705
0.307525,-0.302608
0.210034,-0.463610
0.065227,-0.816208
0.374207,-0.158778
0.967253,1.386771
0.346591,-0.325833
0.565461,0.381834
0.807667,1.008304
0.161797,-0.446617
0.440638,0.161642
0.563489,0.314016
0.987787,1.530425
0.510826,0.151315
0.544986,0.424104
0.725622,0.750178
0.587793,0.689135
0.757572,0.795995
0.463210,0.091523
0.034670,-0.872866
0.250726,-0.374547
0.820092,0.972013
0.655550,0.585492
0.441389,0.224317
0.383153,-0.135286
0.208885,-0.507016
0.513320,0.141728
0.123723,-0.639415
0.029127,-0.844418
0.732887,0.741054
0.510782,0.193890
0.720948,0.796215
0.946474,1.271346
0.184357,-0.579032
0.686839,0.766476
0.490260,0.254342
0.449827,0.293150
0.527689,0.291452
0.458718,0.180679
0.596737,0.553700
0.423101,0.194505
0.138688,-0.628704
0.820136,1.322793
0.275584,-0.247452
0.829046,1.142501
0.797382,1.093065
0.547190,0.463023
0.311988,-0.265049
0.651622,0.623276
0.737055,0.902103
0.754228,1.037293
0.104098,-0.660673
0.211794,-0.464931
0.878211,1.037968
0.593670,0.433313
0.647873,0.681684
0.980936,1.551785
0.331282,-0.172031
0.472729,0.313792
0.714764,1.015349
0.790158,1.152700
0.237858,-0.374599
0.651416,0.607134
0.317012,0.065498
0.228337,-0.412823
0.928902,1.375526
0.288490,-0.348097
0.181159,-0.550600
0.533529,0.279076
0.483723,0.245261
0.587070,0.439779
0.869281,1.286509
0.311967,-0.392262
0.817946,0.877474
0.191895,-0.633514
0.893645,1.212273
0.139070,-0.593896
0.693228,0.948367
0.360519,-0.147397
0.570678,0.344619
0.866680,1.304117
0.320744,-0.238058
0.793832,0.947794
0.795015,0.964518
0.577993,0.566547
0.059183,-0.822881
0.433362,0.032584
0.543225,0.344358
0.006960,-1.001756
0.643222,0.642863
0.285189,-0.463076
0.928788,1.164656
0.872446,1.188035
0.801325,1.027171
0.328171,-0.263981
0.084239,-0.738536
0.417251,0.008830
0.659696,0.532251
0.898505,1.067854
0.268008,-0.458319
0.954362,1.357118
0.174194,-0.651066
0.906563,1.184028
0.743142,0.846591
0.380316,-0.036110
0.099550,-0.591877
0.785494,0.976501
0.380101,0.042597
0.243357,-0.178055
0.121003,-0.716657
0.088807,-0.683178
0.587647,0.571861
0.576430,0.408057
0.375871,-0.048378
0.810435,1.023220
0.134113,-0.821627
0.578786,0.357329
0.351099,-0.092525
0.077537,-0.693955
0.483427,0.233107
0.597675,0.307031
0.120450,-0.608358
0.661178,0.592251
0.257837,-0.466085
0.780460,0.970729
0.154378,-0.691121
0.485577,0.425788
0.343297,-0.081417
0.413157,0.029126
0.245458,-0.344900
0.141940,-0.731358
0.811845,0.942333
0.823268,0.971531
0.383457,-0.015705
0.127778,-0.777376
0.701768,0.745659
0.770103,0.771491
0.051176,-0.676378
0.164800,-0.626408
0.280112,-0.289882
0.130036,-0.684061
0.299237,-0.129920
0.510689,0.471143
0.822390,1.039036
0.308516,-0.317122
0.163039,-0.649027
0.110733,-0.505877
0.127160,-0.663822
0.847198,1.103948
0.368625,-0.041717
0.665240,0.746099
0.763624,1.080503
0.882860,1.169636
0.184213,-0.371463
0.640094,0.381938
0.936927,1.370265
0.359691,-0.246586
0.175580,-0.547200
0.719937,0.808820
0.643997,0.694308
0.072635,-0.792831
0.442821,0.187235
0.497789,0.136112
0.366313,-0.099079
0.935549,1.410596
0.866038,1.062584
0.393030,-0.106773
0.623929,0.422757
0.939119,1.355060
0.263746,-0.280256
0.662258,0.745192
0.302735,-0.093629
0.473655,0.265109
0.752224,0.969925
0.611334,0.442447
0.996059,1.426835
0.772596,0.836567
0.466351,0.141936
0.154770,-0.730828
0.835104,1.128084
0.579569,0.508850
0.467173,0.111152
0.434124,0.041928
0.910829,1.122614
0.615407,0.537559
0.942107,1.337289
0.901082,1.372091
0.275718,-0.309405
0.024992,-0.706820
0.902252,1.067001
0.939210,1.308351
0.366519,0.128162
0.445330,0.027131
0.583682,0.426854
0.504574,0.207792
0.538491,0.472921
0.803778,1.216739
0.580275,0.395960
0.108694,-0.669073
0.634231,0.641663
0.374412,-0.108016
0.670025,0.661655
0.599330,0.506766
0.061140,-0.915222
0.968059,1.493083
0.264646,-0.379730
0.048282,-0.758427
0.699477,0.828850
0.488368,0.333253
0.070591,-0.691298
0.105312,-0.757786
0.596175,0.473841
0.032356,-0.969408
0.227608,-0.445085
0.469697,0.044110
0.645802,0.600205
0.240997,-0.444423
0.213618,-0.310935
0.021679,-1.088804
0.133557,-0.650224
0.277095,-0.489053
0.682496,0.690856
0.784569,0.829110
0.997153,1.556377
0.118353,-0.607118
0.061241,-0.964345
0.585313,0.601750
0.358630,-0.031363
0.269562,-0.426896
0.862992,1.305241
0.012010,-0.961270
0.907256,1.425170
0.240489,-0.364819
0.367556,0.033512
0.412705,0.002907
0.583021,0.513467
0.935912,1.380128
0.916494,1.361495
0.133405,-0.796578
0.143851,-0.698456
0.870284,1.171955
0.610937,0.258949
0.958849,1.526399
0.549947,0.366947
0.729671,0.723378
0.187135,-0.507083
0.557062,0.337230
0.025911,-0.924925
0.972064,1.489291
0.784384,1.156875
0.365970,-0.121037
0.730151,0.779202
0.346061,-0.023367
0.812004,1.146912
0.908562,1.092317
0.232136,-0.386904
0.183201,-0.775095
0.981169,1.337332
0.353386,-0.182485
0.276647,-0.402820
0.994794,1.568309
0.932875,1.273470
0.038809,-0.945703
0.150233,-0.605028
0.611468,0.543355
0.918602,1.328022
0.382113,-0.071589
0.284482,-0.440587
0.231332,-0.196490
0.031660,-1.078929
0.196891,-0.401914
0.610731,0.445979
0.594898,0.440907
0.729952,0.921300
0.898144,1.101279
0.968442,1.489344
0.628793,0.753873
0.892666,1.024244
0.684658,0.506161
0.232868,-0.385296
0.299106,-0.128345
0.484787,0.185756
0.492720,0.037284
0.907386,1.284218
0.470712,0.238913
0.219152,-0.542288
0.208676,-0.549011
0.091353,-0.630474
0.875103,1.205149
0.691230,0.722370
0.519423,0.324252
0.281286,-0.263282
0.113697,-0.689008
0.610520,0.674504
0.224729,-0.268244
0.890322,1.166776
0.003859,-0.985550
0.094202,-0.657131
0.449308,0.028453
0.485735,0.289426
0.260497,-0.219235
0.553569,0.445061
0.506497,0.203208
0.689595,0.688253
0.181557,-0.414646
0.234315,-0.589627
0.192009,-0.635623
0.430754,-0.008329
0.310742,-0.296753
0.757867,0.786687
0.643278,0.704771
0.432824,-0.016564
0.615903,0.659896
0.231401,-0.614889
0.431069,0.098332
0.425526,0.033122
0.535562,0.279518
0.782289,0.967860
0.030294,-0.987492
0.730906,0.679344
0.988146,1.401476
0.028123,-0.980077
0.167258,-0.579813
0.778219,0.839379
0.527825,0.207658
0.593987,0.585236
0.912572,1.254793
0.199563,-0.735165
0.379943,-0.003091
0.409071,0.157355
0.236043,-0.390958
0.923890,1.249931
0.548848,0.488197
0.532563,0.273103
0.915521,1.475553
0.718541,0.699668
0.058548,-0.580713
0.058673,-0.645384
0.383664,0.126693
0.361600,-0.039270
0.940460,1.204818
0.333783,-0.194030
0.530456,0.347450
0.153205,-0.576259
0.221611,-0.431175
0.567751,0.259784
0.183592,-0.522958
0.696260,0.747534
0.539349,0.289254
0.645860,0.611211
0.908510,1.137627
0.965072,1.389917
0.640747,0.332876
0.553802,0.365507
0.387249,-0.142340
0.302191,-0.205873
0.318246,-0.129528
0.428637,0.288882
0.868118,1.046144
0.439123,0.029944
0.019906,-0.992264
0.407436,-0.051420
0.539436,0.201684
0.863532,1.088216
0.152191,-0.566100
0.110149,-0.564395
0.579989,0.411518
0.093402,-0.710810
0.978863,1.466583
0.849359,1.310892
0.664506,0.681769
0.231068,-0.525557
0.314041,-0.421345
0.198750,-0.380552
0.133129,-0.570983
0.362681,-0.089717
0.373159,0.000523
0.443085,0.070348
0.924063,1.269631
0.699591,0.807699
0.258753,-0.315905
0.790095,0.775404
0.750372,0.992742
0.511728,0.378458
0.280504,-0.248738
0.936867,1.349168
0.432290,0.187276
0.080361,-0.708023
0.038419,-0.979299
0.509098,0.391446
0.268303,-0.326789
0.372159,-0.045374
0.482305,0.399163
0.955034,1.261805
0.194420,-0.414972
0.197273,-0.607691
0.169951,-0.433547
0.762322,1.025212
0.464788,0.245460
0.220423,-0.407539
0.904255,1.298117
0.246148,-0.660177
0.458099,-0.017280
0.446475,0.159716
0.371447,-0.113226
0.630692,0.834077
0.064815,-0.977296
0.847888,1.242443
0.456171,0.195338
0.867784,1.227021
0.104680,-0.594261
0.626861,0.563743
0.639570,0.464748
0.485276,0.370155
0.753584,0.981669
0.295524,-0.210076
0.111000,-0.654150
0.718894,0.817107
0.872537,1.159895
0.410830,0.051340
0.842835,1.014622
0.587103,0.456755
0.739529,1.005095
0.741339,0.775964
0.413509,0.090395
0.113458,-0.735631
0.412048,0.135403
0.249164,-0.421444
0.421433,-0.159714
0.482199,0.311499
0.515464,0.168681
0.482227,0.171268
0.855004,1.382185
0.400283,-0.082951
0.822004,0.971308
0.426834,0.121660
0.484291,0.090454
0.568990,0.678980
0.327089,-0.174740
0.636101,0.602069
0.433632,-0.097838
0.591948,0.520105
0.798644,1.057106
0.795447,1.126625
0.406570,0.171253
0.310631,-0.278866
0.231509,-0.444272
0.885974,1.222161
0.635225,0.615957
0.416761,0.135575
0.744240,0.975226
0.781586,0.985973
0.827872,1.308400
0.816040,0.867745
0.121680,-0.916019
0.267695,-0.503218
0.978321,1.528734
0.915817,1.304577
0.869311,1.073754
0.956157,1.427335
0.798831,1.015006
0.554308,0.524210
0.769287,1.034167
0.454895,0.123651
0.648110,0.585409
0.621247,0.404647
0.985106,1.469954
0.749331,0.621970
0.370014,-0.050471
0.209060,-0.403968
0.614584,0.507348
0.326696,-0.253367
0.129835,-0.624259
0.820126,1.040849
0.788057,0.948893
0.788704,0.979346
0.778519,0.960765
0.920330,1.319376
0.912228,1.259606
0.864248,1.272315
0.032286,-1.015398
0.830622,0.927890
0.503646,0.329588
0.525929,0.206679
0.809428,1.107501
0.411825,-0.025589
0.501598,0.389897
0.509509,0.168579
0.924671,1.279876
0.431935,0.187503
0.127549,-0.692680
0.134334,-0.646552
0.846757,1.066227
0.211420,-0.612785
0.571238,0.485864
0.163418,-0.486002
0.087368,-0.862232
0.341669,-0.112670
0.408450,-0.019760
0.435774,0.038073
0.226594,-0.480565
0.512893,0.184873
0.247328,-0.364522
0.535161,0.243947
0.985547,1.575639
0.110620,-0.744186
0.888116,1.220679
0.899880,1.378662
0.163399,-0.595576
0.811853,1.061334
0.118250,-0.587352
0.740154,0.864631
0.337156,-0.247115
0.867864,1.094906
0.585556,0.590605
0.179788,-0.628098
0.801359,0.985006
0.465130,0.048943
0.793677,1.066649
0.915491,1.348759
0.778315,0.854475
0.952850,1.299791
0.134761,-0.692204
0.730003,0.643794
0.985891,1.517092
0.192608,-0.393588
0.386281,0.027719
0.918075,1.082729
0.260563,-0.217820
0.796292,0.948546
0.046303,-1.015454
0.932158,1.400560
0.228270,-0.488795
0.598839,0.412089
0.475311,0.214846
0.773404,0.839304
0.911083,1.269014
0.294030,-0.196848
0.793451,1.038617
0.838745,1.032199
0.795577,1.104866
0.883400,1.281805
0.452228,0.207763
0.882720,1.153689
0.908329,1.299709
0.770617,0.959357
0.963608,1.400337
0.698386,0.818375
0.832903,0.984933
0.134081,-0.753632
0.399013,-0.094822
0.989527,1.484583
0.442840,0.049302
0.860828,1.180419
0.272525,-0.168853
0.005658,-0.888122
0.922475,1.473242
0.669705,0.648569
0.027845,-0.942981
0.303332,-0.101463
0.090860,-0.603105
0.466669,0.320616
0.092134,-0.825933
0.673037,0.617760
0.177601,-0.579963
0.073777,-0.801491
0.526910,0.340708
0.534952,0.340154
0.825969,1.259265
0.500956,0.354051
0.519037,0.178736
0.177788,-0.724565
0.594962,0.405435
0.668077,0.533679
0.063527,-0.924068
0.883197,1.246192
0.507012,0.380069
0.915872,1.059948
0.288451,-0.276067
0.760099,0.895290
0.602776,0.510610
0.212160,-0.402201
0.087461,-0.753627
0.155022,-0.686378
0.249387,-0.307461
0.725026,0.799461
0.239512,-0.457506
0.832153,1.081445
0.419622,-0.053044
0.588188,0.540398
0.631325,0.549771
0.749134,0.926368
0.316460,-0.225216
0.275877,-0.364349
0.632773,0.776185
0.487276,0.175437
0.296327,-0.176053
0.574331,0.463236
0.632737,0.576301
0.256468,-0.425452
0.507650,0.415757
0.476308,0.280017
0.539558,0.368129
0.408520,0.011331
0.624197,0.600712
0.062218,-0.792505
0.405474,0.034944
0.178100,-0.671901
0.882793,1.011728
0.056020,-0.771813
0.742054,0.772563
0.085252,-0.784660
0.457128,0.110132
0.378838,-0.229510
0.903280,1.383258
0.046723,-1.037845
0.127929,-0.889808
0.769987,0.965812
0.807968,1.023936
0.641590,0.444411
0.343845,-0.140467
0.612752,0.628627
0.715646,0.751885
0.474453,0.159381
0.016661,-0.835885
0.100882,-0.733543
0.338733,0.052139
0.051615,-0.823466
0.483748,0.086702
0.341732,-0.088463
0.292853,-0.248378
0.469439,0.182485
0.535034,0.428175
0.761727,0.918136
0.688079,0.617774
0.391523,0.129581
0.429181,-0.092579
0.568199,0.418399
0.277065,-0.273027
0.477774,0.210334
0.907766,1.321427
0.705099,0.675184
0.301074,-0.429460
0.399252,0.161945
0.860612,1.058763
0.349305,-0.053387
0.811484,1.129129
0.783852,0.877241
0.843681,1.033874
0.246729,-0.315011
0.597498,0.676529
0.515115,0.394289
0.087024,-0.692116
0.044399,-0.822378
0.220367,-0.514595
0.485273,0.199016
0.507424,0.133807
0.856972,1.237754
0.830412,0.996948
0.989939,1.463056
0.330219,-0.169560
0.271071,-0.326172
0.896049,1.259680
0.103718,-0.864563
0.398931,0.056682
0.730861,0.929208
0.892944,1.170959
0.606785,0.675620
0.758272,0.914160
0.103254,-0.865250
0.363497,0.054112
0.126258,-0.942569
0.369617,0.072965
0.434212,0.070181
0.686688,0.849476
0.525031,0.458021
0.313274,-0.145990
0.047033,-0.917428
0.131265,-0.652174
0.773571,0.931426
0.206127,-0.566305
0.358184,0.221392
